id,title,description,target_amount,current_amount,has_image,description_length,start_date,end_date,days_to_target
05a96c71-68de-4ad3-90f9-2967dbf02951,Build a School,Every donation brings us closer to our goal.,2549.5,0.0,True,44,2025-04-16,2025-05-01,15
28a4c237-d834-49c3-89cc-231589270e93,Animal Rescue,Your help can make a big difference.,91069.09,0.0,True,36,2025-04-16,2025-06-30,75
0e712788-3b30-47aa-9c12-4ee465271576,Animal Rescue,Join us to support those in need.,81766.76,0.0,False,33,2025-04-16,2025-06-08,53
80ab607d-a09c-4821-972c-548419be4d7b,Build a School,Your help can make a big difference.,30683.9,0.0,False,36,2025-04-16,2025-07-14,89
23b64ab8-8ac9-483f-8c42-986be20bc1ae,Medical Aid,Join us to support those in need.,22385.19,0.0,False,33,2025-04-16,2025-06-21,66
11a4bcba-4519-421e-8376-1726afd619bf,Medical Aid,Every donation brings us closer to our goal.,91270.2,0.0,False,44,2025-04-16,2025-06-13,58
081d5f63-ab4f-4f18-8cb3-33bd269e696f,Clean Water Project,Together we can build a better future.,6931.46,0.0,False,38,2025-04-16,2025-05-17,31
1003e6f6-7d3c-43ef-8a29-6793afae5ae6,Clean Water Project,Join us to support those in need.,26751.8,0.0,False,33,2025-04-16,2025-05-22,36
9aead5dd-605d-448a-9176-a30ce50f1e7d,Help the Kids,Support our mission to provide essential services.,60781.7,0.0,True,50,2025-04-16,2025-06-16,61
fc60db0d-3ce6-4491-8c12-feaab7d86bf2,Save the Earth,Together we can build a better future.,3057.88,0.0,True,38,2025-04-16,2025-06-23,68
2d5d327d-99bb-4864-aeaa-bb59384e36de,Medical Aid,Every donation brings us closer to our goal.,59790.54,0.0,True,44,2025-04-16,2025-04-30,14
3b110d45-0471-4393-b94f-75833d621b5b,Clean Water Project,Raising funds for a great cause that will change lives.,32599.89,0.0,False,55,2025-04-16,2025-05-30,44
f666fdfe-6ffb-4d14-a544-092510696a8b,Animal Rescue,Together we can build a better future.,97543.76,0.0,False,38,2025-04-16,2025-05-20,34
7669d367-3050-433e-9e18-f6c9d846f94a,Medical Aid,Raising funds for a great cause that will change lives.,70108.68,0.0,False,55,2025-04-16,2025-07-07,82
03911d8a-7775-44d2-94a6-960b5d0c380b,Help the Kids,Together we can build a better future.,68180.55,0.0,True,38,2025-04-16,2025-06-17,62
ec82c7ef-e6bc-48d3-92fd-95d35e190b0a,Medical Aid,Together we can build a better future.,64263.97,0.0,False,38,2025-04-16,2025-05-28,42
f7ae2a8e-483b-4023-8447-623e2f48026f,Save the Earth,Your help can make a big difference.,83862.51,0.0,False,36,2025-04-16,2025-07-13,88
428871e7-d9ed-489b-917e-94b9786191f2,Clean Water Project,Support our mission to provide essential services.,42432.9,0.0,True,50,2025-04-16,2025-06-12,57
dbccb505-32e9-43b5-a2e4-fb749d5a69f2,Medical Aid,Join us to support those in need.,75026.51,0.0,False,33,2025-04-16,2025-05-15,29
36fb17da-143b-4f77-b6b8-a71c886d3272,Animal Rescue,Join us to support those in need.,94194.85,0.0,True,33,2025-04-16,2025-06-01,46
1380d0b2-5e84-4b70-a2ff-6db103f574ef,Save the Earth,Every donation brings us closer to our goal.,68274.08,0.0,True,44,2025-04-16,2025-06-15,60
3b88f9cf-9e06-4c7b-9d07-eb7c82e351fc,Clean Water Project,Your help can make a big difference.,59556.09,0.0,False,36,2025-04-16,2025-06-20,65
8c62e1f1-b3ea-4ffa-901b-a611f48afc95,Animal Rescue,Every donation brings us closer to our goal.,66608.92,0.0,False,44,2025-04-16,2025-07-05,80
0197843c-3dd1-4319-b856-1caf6e5e59e6,Clean Water Project,Support our mission to provide essential services.,82134.74,0.0,False,50,2025-04-16,2025-05-29,43
858deddd-7fe0-47ba-a070-51dc78f0f429,Help the Kids,Support our mission to provide essential services.,44956.51,0.0,True,50,2025-04-16,2025-05-02,16
9fd3c1f8-cc31-42d6-9d23-7e53dcc04f9e,Save the Earth,Your help can make a big difference.,22626.87,0.0,False,36,2025-04-16,2025-06-08,53
7032d498-a000-4cdf-9b6e-896766c84740,Build a School,Every donation brings us closer to our goal.,28567.77,0.0,True,44,2025-04-16,2025-06-18,63
0cbed6db-4add-495d-b7e2-ea3aab48c553,Medical Aid,Join us to support those in need.,79891.51,0.0,True,33,2025-04-16,2025-05-12,26
c58e3b92-ed37-410e-90d0-76a5861222a0,Clean Water Project,Raising funds for a great cause that will change lives.,17759.96,0.0,False,55,2025-04-16,2025-05-25,39
c60dd5a4-874c-4c0a-b472-705fd71e669b,Build a School,Together we can build a better future.,24767.22,0.0,True,38,2025-04-16,2025-07-13,88
3abb3732-71df-4413-8132-0fbe3f9d68d8,Animal Rescue,Join us to support those in need.,29074.7,0.0,False,33,2025-04-16,2025-05-08,22
13260621-43b6-459e-b1fc-0f4968196b37,Save the Earth,Together we can build a better future.,2996.35,0.0,False,38,2025-04-16,2025-05-20,34
375e640d-07b7-4f31-8642-0b09f07d7c2b,Save the Earth,Every donation brings us closer to our goal.,81564.65,0.0,False,44,2025-04-16,2025-06-08,53
2d41b319-deca-443d-93cf-600517ba4222,Help the Kids,Every donation brings us closer to our goal.,16102.5,0.0,True,44,2025-04-16,2025-06-02,47
05c7b3be-b8b5-489e-b5e9-b2977c081873,Save the Earth,Your help can make a big difference.,11057.61,0.0,True,36,2025-04-16,2025-05-19,33
f3e7a500-7a4b-4183-bedd-811d34858e07,Help the Kids,Every donation brings us closer to our goal.,44755.37,0.0,True,44,2025-04-16,2025-06-27,72
c5f81f6f-97e3-4064-9a34-675158231a42,Animal Rescue,Every donation brings us closer to our goal.,68884.38,0.0,True,44,2025-04-16,2025-06-01,46
6f6229c1-6be8-4c2e-8b73-1de8e4315101,Medical Aid,Every donation brings us closer to our goal.,45562.59,0.0,True,44,2025-04-16,2025-05-10,24
2fd2d364-f326-4551-a65b-55a04b4c3ce7,Help the Kids,Join us to support those in need.,11540.85,0.0,False,33,2025-04-16,2025-05-26,40
8d56e9b3-96b4-43fb-be1a-41442ecef0cf,Medical Aid,Every donation brings us closer to our goal.,79867.74,0.0,True,44,2025-04-16,2025-06-19,64
c39de36f-a869-4e18-8ed3-9f86750ce54c,Animal Rescue,Your help can make a big difference.,70578.16,0.0,False,36,2025-04-16,2025-05-09,23
19071cab-32b6-459c-b1e0-a6b1e9d1a120,Help the Kids,Support our mission to provide essential services.,83879.68,0.0,True,50,2025-04-16,2025-06-07,52
d68aa644-dbed-423b-9f62-182caad6dd57,Help the Kids,Together we can build a better future.,98049.43,0.0,False,38,2025-04-16,2025-07-10,85
09a53d88-f19e-42f7-996f-e17fb27f99f4,Animal Rescue,Raising funds for a great cause that will change lives.,28310.18,0.0,True,55,2025-04-16,2025-07-15,90
0df76dee-0b84-4004-8162-3ee9c78ab4a1,Animal Rescue,Together we can build a better future.,9776.99,0.0,False,38,2025-04-16,2025-05-14,28
aa5b5a0e-92ce-4b30-959a-f78607ec0baf,Help the Kids,Together we can build a better future.,91253.73,0.0,True,38,2025-04-16,2025-05-28,42
27ad03dc-1e88-4e00-ae69-883ba1e1893c,Build a School,Your help can make a big difference.,40870.27,0.0,False,36,2025-04-16,2025-05-09,23
45a96a98-6f9c-4cca-8ab5-7d383b8de261,Clean Water Project,Your help can make a big difference.,98000.93,0.0,False,36,2025-04-16,2025-06-03,48
264122d7-4abc-4479-b0b5-c955b35b6890,Save the Earth,Support our mission to provide essential services.,35861.66,0.0,False,50,2025-04-16,2025-07-05,80
ae1d86f7-1c95-46a4-be61-b6ee6022fa13,Help the Kids,Raising funds for a great cause that will change lives.,48965.19,0.0,False,55,2025-04-16,2025-05-15,29
370bb26c-71cb-41ed-9435-dc460b04b331,Save the Earth,Support our mission to provide essential services.,49768.13,0.0,False,50,2025-04-16,2025-06-29,74
d25b0820-a8a2-4c75-9f2e-b18e1c05edd1,Medical Aid,Together we can build a better future.,82474.45,0.0,True,38,2025-04-16,2025-07-01,76
fde9c857-eebe-4e82-89aa-8a2e0f6d683c,Clean Water Project,Join us to support those in need.,3046.63,0.0,False,33,2025-04-16,2025-05-02,16
11d53d2d-93e3-4bd3-9b3e-d7020a809cb6,Help the Kids,Support our mission to provide essential services.,21961.55,0.0,True,50,2025-04-16,2025-05-23,37
befe3e4a-1ca2-4eca-98cb-7502281153f7,Animal Rescue,Support our mission to provide essential services.,79473.38,0.0,True,50,2025-04-16,2025-06-04,49
f27db263-317f-4301-a405-f61ee1e008a4,Clean Water Project,Every donation brings us closer to our goal.,10400.91,0.0,True,44,2025-04-16,2025-07-08,83
e2e8f3f1-fa84-4eca-a5d1-64cb4cb07ada,Clean Water Project,Every donation brings us closer to our goal.,13342.32,0.0,False,44,2025-04-16,2025-06-06,51
1d5810b0-bd2a-4775-83f1-07cdca39f955,Save the Earth,Support our mission to provide essential services.,28129.5,0.0,True,50,2025-04-16,2025-05-03,17
ab8308f6-ab67-46dc-8ad3-a1e803a9906b,Build a School,Raising funds for a great cause that will change lives.,22493.46,0.0,True,55,2025-04-16,2025-04-29,13
1bc570e5-8fda-4090-b156-c2e43e5c1415,Build a School,Your help can make a big difference.,19000.41,0.0,True,36,2025-04-16,2025-05-01,15
66aabac4-1c68-44de-bee1-44c771423161,Animal Rescue,Raising funds for a great cause that will change lives.,58213.29,0.0,False,55,2025-04-16,2025-07-12,87
2d69f617-8822-4d2a-9d11-b0ee7423dc61,Help the Kids,Your help can make a big difference.,62038.66,0.0,False,36,2025-04-16,2025-05-17,31
0cd644f7-2aea-4dcf-bb5e-512594f65469,Build a School,Raising funds for a great cause that will change lives.,3181.11,0.0,True,55,2025-04-16,2025-06-09,54
df1d16cc-e6d2-40c0-ba4c-8f14123f0982,Help the Kids,Your help can make a big difference.,60091.88,0.0,False,36,2025-04-16,2025-04-24,8
141c3fba-90c9-4c97-9d51-d35dc6dbe1ea,Build a School,Support our mission to provide essential services.,29397.02,0.0,True,50,2025-04-16,2025-06-10,55
eb345ef2-b616-4378-a434-fae1ca1bda6d,Clean Water Project,Support our mission to provide essential services.,82595.81,0.0,False,50,2025-04-16,2025-05-17,31
f7dfcf9b-9b8e-4c9b-bad3-6c7209e6d58c,Help the Kids,Your help can make a big difference.,87157.88,0.0,False,36,2025-04-16,2025-06-10,55
e8d05f87-27e2-4225-9aa6-58a55b748550,Animal Rescue,Join us to support those in need.,43054.13,0.0,False,33,2025-04-16,2025-05-11,25
8cbc78bd-dd9e-4139-88c3-7a43a19e0aaa,Clean Water Project,Support our mission to provide essential services.,2410.5,0.0,False,50,2025-04-16,2025-07-07,82
cfadff8e-4659-42dc-8680-2c33d410faa6,Build a School,Every donation brings us closer to our goal.,28154.43,0.0,False,44,2025-04-16,2025-06-22,67
72075ffb-3ac5-4405-9370-4859ee84812e,Medical Aid,Raising funds for a great cause that will change lives.,30773.3,0.0,False,55,2025-04-16,2025-07-03,78
70149459-5e70-4031-a392-fa3c14ce0a29,Save the Earth,Together we can build a better future.,84545.5,0.0,True,38,2025-04-16,2025-07-06,81
2cf5c714-9740-419c-9476-9ca688ea8650,Medical Aid,Every donation brings us closer to our goal.,72643.12,0.0,False,44,2025-04-16,2025-04-23,7
83993b59-bff0-4e17-9441-c7d22a9d87ca,Help the Kids,Raising funds for a great cause that will change lives.,1602.98,0.0,True,55,2025-04-16,2025-06-27,72
24a4cec5-cecb-463e-8e1c-0ec38a977a92,Help the Kids,Join us to support those in need.,75954.63,0.0,False,33,2025-04-16,2025-05-07,21
99aee35f-bef5-4017-91f3-e9c1c92e89dc,Animal Rescue,Together we can build a better future.,10112.11,0.0,False,38,2025-04-16,2025-07-08,83
24b0603c-2d03-4db8-8ced-0824d5b1495c,Animal Rescue,Every donation brings us closer to our goal.,12456.03,0.0,True,44,2025-04-16,2025-05-17,31
c710bf1b-de0f-44dc-bea0-cd99435151b0,Medical Aid,Support our mission to provide essential services.,60711.54,0.0,False,50,2025-04-16,2025-05-24,38
3155d57c-a229-4eb4-909c-fbac077d40f0,Help the Kids,Raising funds for a great cause that will change lives.,99725.38,0.0,True,55,2025-04-16,2025-05-09,23
7ed4a100-709c-415e-8e9a-901ce043a1bb,Build a School,Join us to support those in need.,40807.15,0.0,False,33,2025-04-16,2025-05-11,25
7a1a32aa-d628-49af-afbd-214d087babc7,Build a School,Every donation brings us closer to our goal.,64153.09,0.0,False,44,2025-04-16,2025-06-14,59
59b93094-5a17-44c4-998e-27dea228f16a,Help the Kids,Together we can build a better future.,7061.9,0.0,True,38,2025-04-16,2025-06-15,60
e13ba965-db10-4d76-b0b7-60fb25706382,Build a School,Your help can make a big difference.,24221.96,0.0,False,36,2025-04-16,2025-05-03,17
de69ba66-83b1-492d-a113-e029fad78a17,Clean Water Project,Raising funds for a great cause that will change lives.,64013.81,0.0,True,55,2025-04-16,2025-05-21,35
d27e51e4-2363-473d-b827-d0f167676315,Build a School,Together we can build a better future.,83002.04,0.0,False,38,2025-04-16,2025-05-27,41
bea4c68e-7a0c-4116-95fa-1d65c0629457,Medical Aid,Raising funds for a great cause that will change lives.,53210.29,0.0,True,55,2025-04-16,2025-05-17,31
6197b4c8-919c-4878-a436-1e0ea4ebaa5d,Save the Earth,Every donation brings us closer to our goal.,1773.19,0.0,False,44,2025-04-16,2025-05-30,44
233cef4b-7c97-4230-9a8c-b95592efeca2,Medical Aid,Every donation brings us closer to our goal.,8612.59,0.0,True,44,2025-04-16,2025-06-06,51
03680640-cef2-432e-ad94-e9dab5800015,Medical Aid,Every donation brings us closer to our goal.,18018.68,0.0,True,44,2025-04-16,2025-07-08,83
507d0bbc-56e5-4aef-87fd-5a672f8442ba,Clean Water Project,Every donation brings us closer to our goal.,53732.8,0.0,False,44,2025-04-16,2025-05-26,40
1511ce88-afba-444a-a1a0-37eb575dd370,Medical Aid,Every donation brings us closer to our goal.,85344.36,0.0,True,44,2025-04-16,2025-04-22,6
b23f408a-1f66-4825-ae63-b0140e3f8022,Medical Aid,Raising funds for a great cause that will change lives.,87867.83,0.0,True,55,2025-04-16,2025-06-29,74
99fec17e-440c-48ac-bea1-a94f7ea4689a,Help the Kids,Every donation brings us closer to our goal.,56936.11,0.0,True,44,2025-04-16,2025-07-11,86
32c62b44-30eb-4233-b91d-76d1ac3e5ed9,Animal Rescue,Together we can build a better future.,53070.78,0.0,True,38,2025-04-16,2025-05-05,19
de402f94-f734-4cc6-bd48-ae7b95d69781,Animal Rescue,Join us to support those in need.,15189.41,0.0,True,33,2025-04-16,2025-07-15,90
e33482d8-403d-41b2-bd4a-047f3b5d40ca,Animal Rescue,Raising funds for a great cause that will change lives.,53677.79,0.0,False,55,2025-04-16,2025-06-15,60
556b3aae-5fdf-4d9c-8be5-b62b6df17e63,Medical Aid,Support our mission to provide essential services.,60945.06,0.0,False,50,2025-04-16,2025-05-16,30
002ccf74-0be7-48e4-9050-1be6427533fb,Build a School,Raising funds for a great cause that will change lives.,55166.02,0.0,True,55,2025-04-16,2025-06-01,46
5046c55c-9f7f-418f-82f0-bba17f3efc25,Medical Aid,Raising funds for a great cause that will change lives.,76427.44,0.0,True,55,2025-04-16,2025-05-03,17
91bbd574-a8f2-4ece-986c-d4afea14134f,Help the Kids,Your help can make a big difference.,88266.23,0.0,True,36,2025-04-16,2025-05-18,32
4f8929b6-6078-4db7-bc67-a8c115ba272f,Medical Aid,Support our mission to provide essential services.,13106.83,0.0,False,50,2025-04-16,2025-07-05,80
1ea99984-1f97-48f0-a5fc-dfecd6ad976c,Build a School,Raising funds for a great cause that will change lives.,21795.26,0.0,True,55,2025-04-16,2025-06-04,49
0230d409-5f43-4acd-97a7-4a8b5116fc1f,Build a School,Join us to support those in need.,39132.18,0.0,False,33,2025-04-16,2025-06-29,74
4a9c756d-49df-4307-8df2-2700b7881c41,Build a School,Support our mission to provide essential services.,24373.34,0.0,False,50,2025-04-16,2025-06-15,60
49a22c90-cbe2-4d2f-9487-5b431d492592,Save the Earth,Raising funds for a great cause that will change lives.,58703.02,0.0,True,55,2025-04-16,2025-05-29,43
9ac74bef-6295-4ea9-bc74-61b13d4d9c96,Clean Water Project,Join us to support those in need.,91204.68,0.0,False,33,2025-04-16,2025-06-10,55
bf3b4a82-a49d-4fbd-a964-429abf9b04fb,Animal Rescue,Together we can build a better future.,31364.92,0.0,True,38,2025-04-16,2025-05-13,27
adaaeb03-f537-4714-8d5e-d5d224023ecd,Medical Aid,Join us to support those in need.,41609.96,0.0,False,33,2025-04-16,2025-06-04,49
fded8ead-50a5-42ac-883b-e427f6c3e195,Medical Aid,Every donation brings us closer to our goal.,12868.22,0.0,True,44,2025-04-16,2025-07-02,77
43880332-02d4-4983-8702-cbbdd3755398,Animal Rescue,Support our mission to provide essential services.,92746.01,0.0,True,50,2025-04-16,2025-07-02,77
53082ea9-71e5-4213-a987-3a1d611db367,Save the Earth,Your help can make a big difference.,49258.33,0.0,False,36,2025-04-16,2025-06-29,74
79e27a33-a78e-4880-86d1-2c5af45d8ce2,Animal Rescue,Support our mission to provide essential services.,34541.38,0.0,False,50,2025-04-16,2025-04-25,9
977bc4e5-9490-453b-84bb-7db7e4998eab,Clean Water Project,Together we can build a better future.,95685.01,0.0,False,38,2025-04-16,2025-04-26,10
97e62a97-8cb6-420a-94b3-5df293ffa867,Save the Earth,Your help can make a big difference.,48463.18,0.0,False,36,2025-04-16,2025-06-27,72
2f6aa175-e0e1-43ba-a0d9-de84c2e73050,Build a School,Every donation brings us closer to our goal.,21640.73,0.0,False,44,2025-04-16,2025-04-24,8
d6340f55-8f1c-4839-b7c2-7e70ee1b444f,Save the Earth,Raising funds for a great cause that will change lives.,66725.96,0.0,True,55,2025-04-16,2025-07-06,81
3e0ade73-209e-474a-bb21-3c7538b362bc,Clean Water Project,Your help can make a big difference.,91985.76,0.0,False,36,2025-04-16,2025-06-28,73
fd9caabe-81c4-457f-a44a-800736be1044,Help the Kids,Together we can build a better future.,36885.44,0.0,True,38,2025-04-16,2025-05-25,39
97a5c7e2-c46c-49f0-bfaa-16b6c68610fd,Animal Rescue,Raising funds for a great cause that will change lives.,66128.6,0.0,True,55,2025-04-16,2025-05-25,39
8f9f873b-4501-42d7-b418-0841664f1347,Build a School,Your help can make a big difference.,59360.81,0.0,True,36,2025-04-16,2025-05-30,44
1d25757f-93d3-4bd7-a2b2-fb81e801bde5,Medical Aid,Join us to support those in need.,56002.41,0.0,True,33,2025-04-16,2025-05-15,29
bf538686-8729-4b54-890f-98c26e02eb9e,Build a School,Together we can build a better future.,19869.76,0.0,False,38,2025-04-16,2025-06-30,75
731df360-857a-47fc-a376-5a63b062d66f,Help the Kids,Support our mission to provide essential services.,19359.11,0.0,True,50,2025-04-16,2025-05-27,41
c7f258d1-ea0a-4f7e-b16c-dfe000e1905a,Save the Earth,Every donation brings us closer to our goal.,48053.2,0.0,True,44,2025-04-16,2025-06-02,47
4567b5c9-0481-4125-afde-3ead86adfa5e,Animal Rescue,Every donation brings us closer to our goal.,80640.36,0.0,False,44,2025-04-16,2025-05-20,34
947801d0-eb62-47eb-907b-014bf1e6abbd,Save the Earth,Join us to support those in need.,2626.07,0.0,True,33,2025-04-16,2025-05-07,21
b68eedb6-ac08-46d9-9703-de175d0c8efa,Help the Kids,Every donation brings us closer to our goal.,2376.74,0.0,True,44,2025-04-16,2025-05-07,21
1499a62f-b3a0-4dfb-9943-9e3dc8616bf9,Clean Water Project,Raising funds for a great cause that will change lives.,89296.34,0.0,True,55,2025-04-16,2025-06-12,57
213a5984-28a5-4c23-921b-72467755e3e3,Build a School,Together we can build a better future.,98476.64,0.0,True,38,2025-04-16,2025-04-21,5
52592984-65e9-4bcb-aa43-581921aa38ea,Animal Rescue,Raising funds for a great cause that will change lives.,97205.03,0.0,True,55,2025-04-16,2025-05-29,43
4c092670-b41f-41dc-ac1c-8e56b491ee8e,Help the Kids,Raising funds for a great cause that will change lives.,58498.93,0.0,True,55,2025-04-16,2025-06-15,60
b4382479-4475-49ee-bd41-a59c12837abb,Animal Rescue,Together we can build a better future.,80380.02,0.0,False,38,2025-04-16,2025-05-27,41
384be765-47b2-453c-b706-e8c409166764,Medical Aid,Raising funds for a great cause that will change lives.,90689.76,0.0,True,55,2025-04-16,2025-06-20,65
7067b552-f965-4784-947c-8395473737f8,Animal Rescue,Raising funds for a great cause that will change lives.,94147.9,0.0,False,55,2025-04-16,2025-06-19,64
daefe94a-e45b-47f3-823a-ceff0e2d7ded,Clean Water Project,Raising funds for a great cause that will change lives.,47838.8,0.0,False,55,2025-04-16,2025-05-27,41
cdba0ffc-b3fb-4fd7-abe0-2f53b24228e1,Medical Aid,Join us to support those in need.,59948.4,0.0,False,33,2025-04-16,2025-05-19,33
d657b661-15bc-479f-ab84-b6bac70fb1d0,Build a School,Your help can make a big difference.,74122.68,0.0,True,36,2025-04-16,2025-04-25,9
51072607-a130-4d97-aaab-0019fca3755b,Help the Kids,Join us to support those in need.,51148.33,0.0,True,33,2025-04-16,2025-06-25,70
c6e42bb2-c067-4062-80f9-92d72509dc8e,Animal Rescue,Together we can build a better future.,84466.86,0.0,True,38,2025-04-16,2025-07-13,88
6fc4f88e-db29-4f4b-a8f2-d51df043a01d,Clean Water Project,Every donation brings us closer to our goal.,17612.07,0.0,False,44,2025-04-16,2025-06-11,56
1e80188b-1d27-4245-b01b-9c5c1ddf11c8,Save the Earth,Together we can build a better future.,87959.51,0.0,False,38,2025-04-16,2025-05-23,37
9cd9b30d-399f-47a8-acb3-490a7f45d017,Clean Water Project,Your help can make a big difference.,28064.85,0.0,True,36,2025-04-16,2025-05-03,17
df0e04ac-93e8-4bc4-a325-3c9abb75cec4,Save the Earth,Join us to support those in need.,68172.61,0.0,False,33,2025-04-16,2025-04-24,8
ae0144f1-09b2-47fc-93bf-757f3dc5992b,Save the Earth,Support our mission to provide essential services.,68162.9,0.0,True,50,2025-04-16,2025-07-07,82
2567b262-1931-4dc1-8f5d-f9c4bb685000,Clean Water Project,Support our mission to provide essential services.,93756.85,0.0,False,50,2025-04-16,2025-05-04,18
c46b577a-d4e3-465a-9e3f-8e6b9fd7ac30,Save the Earth,Every donation brings us closer to our goal.,98902.68,0.0,False,44,2025-04-16,2025-07-10,85
e2b8b336-adcb-4167-9f4e-188eeb519760,Medical Aid,Every donation brings us closer to our goal.,42648.88,0.0,True,44,2025-04-16,2025-05-21,35
59e9ac48-fa37-4d6e-aef9-7f879e2ea098,Save the Earth,Raising funds for a great cause that will change lives.,11556.38,0.0,True,55,2025-04-16,2025-05-09,23
ec776750-0fe6-417e-8358-d2a7787a6a1f,Build a School,Support our mission to provide essential services.,68618.23,0.0,True,50,2025-04-16,2025-05-01,15
ab39378c-9c04-4285-a204-50ecbafeb73b,Help the Kids,Every donation brings us closer to our goal.,87325.69,0.0,True,44,2025-04-16,2025-04-29,13
32beb568-ce11-4eeb-8660-65b56203885f,Medical Aid,Together we can build a better future.,76119.14,0.0,True,38,2025-04-16,2025-06-11,56
bc7981b1-24c5-4e84-9d24-f2569b6464c1,Help the Kids,Join us to support those in need.,31937.86,0.0,False,33,2025-04-16,2025-06-07,52
4a3de9c9-7ee5-4882-9ae3-95988f28fcfa,Save the Earth,Raising funds for a great cause that will change lives.,73544.24,0.0,True,55,2025-04-16,2025-06-04,49
a44bbe3e-9187-4212-97ce-8fa64c0a3639,Save the Earth,Your help can make a big difference.,34338.42,0.0,False,36,2025-04-16,2025-05-01,15
33623db8-2727-4ea5-b94b-3ad92e35ce70,Save the Earth,Together we can build a better future.,66823.53,0.0,True,38,2025-04-16,2025-06-27,72
48ee2f0f-79bf-4003-b3b7-0b20b8e89a4b,Save the Earth,Support our mission to provide essential services.,66123.63,0.0,False,50,2025-04-16,2025-04-28,12
623f5e1d-bc2a-40f3-82a7-6aafcfe1bf6f,Help the Kids,Raising funds for a great cause that will change lives.,77846.5,0.0,False,55,2025-04-16,2025-06-28,73
dc1b0b81-664b-4237-a007-41ccc2a14494,Clean Water Project,Join us to support those in need.,82911.03,0.0,True,33,2025-04-16,2025-05-26,40
f8329ea8-d885-421c-b37c-e069022c9cce,Save the Earth,Together we can build a better future.,1310.65,0.0,True,38,2025-04-16,2025-06-01,46
5502ecca-ee20-4303-ba55-3a407cb913c1,Medical Aid,Every donation brings us closer to our goal.,83115.92,0.0,True,44,2025-04-16,2025-06-03,48
486ceb49-9628-4eca-a8da-71df4b25ecfb,Save the Earth,Your help can make a big difference.,13880.83,0.0,False,36,2025-04-16,2025-06-22,67
1c86660c-f38e-46fe-a5d5-7a08b7f05984,Animal Rescue,Together we can build a better future.,52850.66,0.0,True,38,2025-04-16,2025-04-28,12
f96dd9db-ec52-4cbf-81ea-abdbe05a63ce,Clean Water Project,Your help can make a big difference.,72900.79,0.0,False,36,2025-04-16,2025-05-21,35
4ff80ad1-8349-4f76-8bf4-ab1a83ad1b8c,Medical Aid,Together we can build a better future.,14056.23,0.0,False,38,2025-04-16,2025-06-21,66
128e8630-fc7b-4893-9d4b-cc2138687e08,Clean Water Project,Every donation brings us closer to our goal.,63049.53,0.0,False,44,2025-04-16,2025-04-21,5
49094fdb-14f8-4325-bfbb-32216a141ede,Clean Water Project,Raising funds for a great cause that will change lives.,7154.93,0.0,False,55,2025-04-16,2025-07-06,81
65a820d9-a96c-4038-b719-ea6fbbb33ee6,Help the Kids,Together we can build a better future.,43665.17,0.0,True,38,2025-04-16,2025-05-20,34
ca360009-742f-4597-811b-afc392451d0f,Help the Kids,Raising funds for a great cause that will change lives.,42153.78,0.0,False,55,2025-04-16,2025-04-27,11
7736844e-044d-42d0-aa08-84b6b256ab95,Build a School,Every donation brings us closer to our goal.,32038.43,0.0,False,44,2025-04-16,2025-07-09,84
c5827b77-7f2f-406c-81bd-ff6e8c5df63c,Animal Rescue,Every donation brings us closer to our goal.,27012.63,0.0,True,44,2025-04-16,2025-06-24,69
b82b9ece-6862-454b-b6e0-8fb3890f0203,Medical Aid,Every donation brings us closer to our goal.,35123.58,0.0,True,44,2025-04-16,2025-06-29,74
6ad1ca12-ec7d-45df-a11f-d8740c9e89a1,Save the Earth,Join us to support those in need.,12193.6,0.0,True,33,2025-04-16,2025-05-13,27
912c305f-8d65-4d90-9ba1-9941f6698aaf,Build a School,Support our mission to provide essential services.,60114.22,0.0,False,50,2025-04-16,2025-06-15,60
e11d62c9-7213-492a-bba1-e8155e0506ee,Help the Kids,Raising funds for a great cause that will change lives.,35197.75,0.0,False,55,2025-04-16,2025-05-09,23
661ec4e4-8bf5-4711-8e8c-f85961031469,Clean Water Project,Support our mission to provide essential services.,22365.75,0.0,False,50,2025-04-16,2025-07-09,84
16176837-b8b7-4b47-8ed5-d226c247acd5,Medical Aid,Support our mission to provide essential services.,97720.01,0.0,True,50,2025-04-16,2025-06-06,51
a62755b7-1d07-4f3d-92b2-ccf5835d385d,Save the Earth,Together we can build a better future.,34687.83,0.0,False,38,2025-04-16,2025-04-26,10
994c16d8-8a6a-4adf-b940-9c6377c2b908,Build a School,Raising funds for a great cause that will change lives.,19851.41,0.0,True,55,2025-04-16,2025-05-13,27
f15678b7-8940-4791-9b5d-c5e657f2ec95,Animal Rescue,Together we can build a better future.,65616.27,0.0,True,38,2025-04-16,2025-06-17,62
fd5f7ceb-455e-4a33-aea2-67c7a9a26f1b,Medical Aid,Join us to support those in need.,3865.81,0.0,False,33,2025-04-16,2025-05-03,17
d6dd22be-6138-4119-94db-0b78e4a5206e,Medical Aid,Together we can build a better future.,87954.31,0.0,False,38,2025-04-16,2025-07-04,79
a0719109-d43f-4108-a6ac-5c2196edcd31,Build a School,Every donation brings us closer to our goal.,61367.76,0.0,True,44,2025-04-16,2025-06-30,75
d49afb89-1761-4170-aaba-911d9291ada0,Medical Aid,Every donation brings us closer to our goal.,99318.55,0.0,False,44,2025-04-16,2025-05-19,33
df0b415b-b821-4785-bd72-09dd0d5919e2,Help the Kids,Join us to support those in need.,11580.17,0.0,False,33,2025-04-16,2025-06-28,73
